file,hour,journeys
E3-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_381_20260411-BODS_V1_1.xml,10,4
E3-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_381_20260411-BODS_V1_1.xml,11,4
E3-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_381_20260411-BODS_V1_1.xml,12,4
E3-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_381_20260411-BODS_V1_1.xml,13,4
E3-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_381_20260411-BODS_V1_1.xml,14,4
E3-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_381_20260411-BODS_V1_1.xml,15,4
E3-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_381_20260411-BODS_V1_1.xml,16,4
E3-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_381_20260411-BODS_V1_1.xml,17,4
E3-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_381_20260411-BODS_V1_1.xml,18,2
E42-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_327_20260411-BODS_V1_1.xml,10,2
E42-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_327_20260411-BODS_V1_1.xml,12,2
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,6,4
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,7,4
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,8,4
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,9,6
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,10,4
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,11,4
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,12,4
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,13,4
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,14,4
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,15,4
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,16,4
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,17,2
E57-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_399_20260411-BODS_V1_1.xml,18,2
E5B-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_410_20260411-BODS_V1_1.xml,20,4
E5B-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_410_20260411-BODS_V1_1.xml,21,2
E5B-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_410_20260411-BODS_V1_1.xml,22,2
E5B-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_410_20260411-BODS_V1_1.xml,23,2
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,5,1
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,6,3
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,7,5
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,8,4
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,9,6
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,10,6
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,11,6
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,12,6
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,13,6
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,14,6
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,15,6
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,16,5
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,17,6
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,18,6
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,19,4
E60-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010342_20260411-BODS_V1_1.xml,20,3
E703-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010343_20260411-BODS_V1_1.xml,6,1
E703-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010343_20260411-BODS_V1_1.xml,7,1
E703-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010343_20260411-BODS_V1_1.xml,8,2
E703-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010343_20260411-BODS_V1_1.xml,9,2
E703-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010343_20260411-BODS_V1_1.xml,10,2
E703-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010343_20260411-BODS_V1_1.xml,11,2
E703-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010343_20260411-BODS_V1_1.xml,12,2
E703-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010343_20260411-BODS_V1_1.xml,13,2
E703-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010343_20260411-BODS_V1_1.xml,14,2
E703-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010343_20260411-BODS_V1_1.xml,15,1
E703-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010343_20260411-BODS_V1_1.xml,16,1
E703-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010343_20260411-BODS_V1_1.xml,17,1
E735-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_432_20260411-BODS_V1_1.xml,7,2
E735-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_432_20260411-BODS_V1_1.xml,9,2
E735-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_432_20260411-BODS_V1_1.xml,11,2
E735-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_432_20260411-BODS_V1_1.xml,12,2
E735-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_432_20260411-BODS_V1_1.xml,13,2
E735-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_432_20260411-BODS_V1_1.xml,15,2
E73_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_430_20260411-BODS_V1_1.xml,8,4
E73_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_430_20260411-BODS_V1_1.xml,9,4
E73_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_430_20260411-BODS_V1_1.xml,10,2
E73_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_430_20260411-BODS_V1_1.xml,11,4
E73_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_430_20260411-BODS_V1_1.xml,12,4
E73_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_430_20260411-BODS_V1_1.xml,13,4
E73_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_430_20260411-BODS_V1_1.xml,14,2
E73_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_430_20260411-BODS_V1_1.xml,16,4
E73_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_430_20260411-BODS_V1_1.xml,18,4
E748-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_405_20260411-BODS_V1_1.xml,8,3
E748-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_405_20260411-BODS_V1_1.xml,9,1
E748-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_405_20260411-BODS_V1_1.xml,10,3
E748-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_405_20260411-BODS_V1_1.xml,11,1
E748-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_405_20260411-BODS_V1_1.xml,12,3
E748-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_405_20260411-BODS_V1_1.xml,13,1
E748-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_405_20260411-BODS_V1_1.xml,14,3
E748-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_405_20260411-BODS_V1_1.xml,15,1
E748-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_405_20260411-BODS_V1_1.xml,16,3
E748-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_405_20260411-BODS_V1_1.xml,17,1
E748-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_405_20260411-BODS_V1_1.xml,18,3
E748-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_405_20260411-BODS_V1_1.xml,19,1
E74_A_B_C-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_436_20260413-BODS_V1_1.xml,6,1
E74_A_B_C-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_436_20260413-BODS_V1_1.xml,7,4
E74_A_B_C-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_436_20260413-BODS_V1_1.xml,8,2
E74_A_B_C-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_436_20260413-BODS_V1_1.xml,9,2
E74_A_B_C-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_436_20260413-BODS_V1_1.xml,11,2
E74_A_B_C-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_436_20260413-BODS_V1_1.xml,12,2
E74_A_B_C-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_436_20260413-BODS_V1_1.xml,13,2
E74_A_B_C-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_436_20260413-BODS_V1_1.xml,14,2
E74_A_B_C-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_436_20260413-BODS_V1_1.xml,15,4
E74_A_B_C-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_436_20260413-BODS_V1_1.xml,17,2
E74_A_B_C-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_436_20260413-BODS_V1_1.xml,18,2
E78_A-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_431_20260413-BODS_V1_1.xml,6,2
E78_A-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_431_20260413-BODS_V1_1.xml,7,4
E78_A-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_431_20260413-BODS_V1_1.xml,8,2
E78_A-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_431_20260413-BODS_V1_1.xml,10,4
E78_A-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_431_20260413-BODS_V1_1.xml,11,2
E78_A-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_431_20260413-BODS_V1_1.xml,12,2
E78_A-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_431_20260413-BODS_V1_1.xml,13,2
E78_A-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_431_20260413-BODS_V1_1.xml,15,4
E78_A-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_431_20260413-BODS_V1_1.xml,17,2
E78_A-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_431_20260413-BODS_V1_1.xml,18,2
E78_A-None--SCNH-Nuneaton-2024-02-10-NU260411_v2__SCNH_PD0000479_431_20260413-BODS_V1_1.xml,19,2
E79_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_437_20260411-BODS_V1_1.xml,9,2
E79_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_437_20260411-BODS_V1_1.xml,10,2
E79_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_437_20260411-BODS_V1_1.xml,11,2
E79_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_437_20260411-BODS_V1_1.xml,12,2
E79_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_437_20260411-BODS_V1_1.xml,13,2
E79_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_437_20260411-BODS_V1_1.xml,14,2
E79_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_437_20260411-BODS_V1_1.xml,15,2
E79_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_437_20260411-BODS_V1_1.xml,16,2
E79_A-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_437_20260411-BODS_V1_1.xml,17,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,6,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,7,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,9,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,10,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,11,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,12,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,13,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,14,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,15,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,16,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,17,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,18,4
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,19,1
E82-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_43010383_20260411-BODS_V1_1.xml,20,1
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,5,1
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,7,4
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,8,4
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,9,4
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,10,4
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,11,4
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,12,4
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,13,4
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,14,4
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,15,4
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,16,4
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,17,2
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,18,4
E87-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_417_20260411-BODS_V1_1.xml,19,2
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,6,2
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,7,4
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,8,6
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,9,8
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,10,8
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,11,8
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,12,8
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,13,8
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,14,8
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,15,8
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,16,8
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,17,7
E9-None--SCNH-Nuneaton-2024-02-10-NU260411_BODS__SCNH_PD0000479_404_20260411-BODS_V1_1.xml,18,2
F-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_187_20260411-BODS_V1_1.xml,7,2
F-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_187_20260411-BODS_V1_1.xml,8,2
F-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_187_20260411-BODS_V1_1.xml,9,2
F-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_187_20260411-BODS_V1_1.xml,10,2
F-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_187_20260411-BODS_V1_1.xml,11,2
F-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_187_20260411-BODS_V1_1.xml,12,2
F-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_187_20260411-BODS_V1_1.xml,13,2
F-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_187_20260411-BODS_V1_1.xml,14,2
F-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_187_20260411-BODS_V1_1.xml,15,2
F-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_187_20260411-BODS_V1_1.xml,16,2
F-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_187_20260411-BODS_V1_1.xml,17,2
G-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_225_20260411-BODS_V1_1.xml,7,2
G-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_225_20260411-BODS_V1_1.xml,8,2
G-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_225_20260411-BODS_V1_1.xml,9,2
G-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_225_20260411-BODS_V1_1.xml,10,2
G-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_225_20260411-BODS_V1_1.xml,11,2
G-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_225_20260411-BODS_V1_1.xml,12,2
G-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_225_20260411-BODS_V1_1.xml,13,2
G-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_225_20260411-BODS_V1_1.xml,14,2
G-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_225_20260411-BODS_V1_1.xml,15,2
G-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_225_20260411-BODS_V1_1.xml,16,2
G-None--SSWL-WACA-2026-03-30-TaffsWellPlan260330_FinalV4_Protocl__SSWL_PG0006630_225_20260411-BODS_V1_1.xml,17,2
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,0,6
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,1,2
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,4,1
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,5,4
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,6,10
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,7,23
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,8,21
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,9,25
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,10,28
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,11,28
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,12,28
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,13,28
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,14,28
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,15,26
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,16,26
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,17,22
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,18,18
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,19,13
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,20,13
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,21,13
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,22,11
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260413-BODS_V1_1.xml,23,9
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260526-BODS_V1_1.xml,0,6
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260526-BODS_V1_1.xml,1,2
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260526-BODS_V1_1.xml,4,1
GL001-None--SCGL-WEGL-2024-01-01-GL_26-03-08_DATA_SET__SCGL_PH0005031_10_20260526-BODS_V1_1.xml,5,4
